time,stamp_sonde,stamp_ros,latitude,longitude,temperature,conductivity
1467929007501570000,1467942990000000000,1467929007490020000,34.1091686667,-117.712498667,27.3090000153,686.609985352
1467929013503000000,1467942992000000000,1467929013487130000,34.1091686667,-117.712501,27.3190002441,686.650024414
1467929019504280000,1467942996000000000,1467929019486790000,34.1091685,-117.712503333,27.3309993744,686.729980469
1467929025505440000,1467942998000000000,1467929025488600000,34.109168,-117.712504667,27.3309993744,686.760009766
1467929031506650000,1467943002000000000,1467929031487960000,34.1091675,-117.712506667,27.3269996643,686.859985352
1467929037507860000,1467943004000000000,1467929037488160000,34.1091671667,-117.712508,27.3229999542,686.91998291
1467929043509240000,1467943008000000000,1467929043486820000,34.1091661667,-117.712508,27.3080005646,687
1467929049511470000,1467943010000000000,1467929049487910000,34.1091651667,-117.712508,27.2980003357,687.020019531
1467929055512630000,1467943014000000000,1467929055487520000,34.109164,-117.712507333,27.2749996185,687
1467929061513840000,1467943016000000000,1467929061488680000,34.1091636667,-117.712507833,27.2619991302,686.969970703
1467929067515460000,1467943020000000000,1467929067488170000,34.1091631667,-117.712507667,27.2369995117,686.869995117
1467929073516610000,1467943022000000000,1467929073487420000,34.1091626667,-117.712507667,27.2259998322,686.789978027
1467929079518080000,1467943026000000000,1467929079489410000,34.1091621667,-117.712508,27.2059993744,686.640014648
1467929085519510000,1467943028000000000,1467929085488020000,34.1091611667,-117.712507333,27.1959991455,686.58001709
1467929091520980000,1467943032000000000,1467929091488460000,34.1091601667,-117.7125075,27.1779994965,686.489990234
1467929097522070000,1467943034000000000,1467929097491700000,34.1091588333,-117.712509167,27.1700000763,686.520019531
1467929103489970000,1467943038000000000,1467929103486430000,34.1091588333,-117.712510667,27.1539993286,686.619995117
1467929109491370000,1467943040000000000,1467929109488130000,34.1091586667,-117.712511167,27.1459999084,686.690002441
1467929115492460000,1467943044000000000,1467929115485030000,34.109158,-117.71251,27.1299991608,686.799987793
1467929121493740000,1467943046000000000,1467929121489840000,34.1091573333,-117.712509167,27.1240005493,686.83001709
1467929127495850000,1467943050000000000,1467929127487440000,34.1091575,-117.712509667,27.1130008698,686.869995117
1467929133497100000,1467943052000000000,1467929133485760000,34.109156,-117.7125095,27.1089992523,686.890014648
1467929139500220000,1467943056000000000,1467929139489240000,34.1091548333,-117.712508833,27.1040000916,686.929992676
1467929145501500000,1467943058000000000,1467929145488570000,34.1091535,-117.712508833,27.1019992828,686.950012207
1467929151502810000,1467943062000000000,1467929151489010000,34.109152,-117.712511167,27.0979995728,686.969970703
1467929157504710000,1467943064000000000,1467929157489820000,34.1091508333,-117.712511667,27.0960006714,686.969970703
1467929163506600000,1467943068000000000,1467929163485310000,34.1091503333,-117.712511,27.0909996033,686.900024414
1467929169508030000,1467943070000000000,1467929169488960000,34.1091495,-117.712510667,27.0890007019,686.880004883
1467929175509130000,1467943074000000000,1467929175489730000,34.1091498333,-117.712509833,27.0890007019,686.840026855
1467929181510420000,1467943076000000000,1467929181488840000,34.1091493333,-117.712509833,27.0879993439,686.83001709
1467929187511710000,1467943080000000000,1467929187488690000,34.1091483333,-117.712508833,27.0860004425,686.789978027
1467929193513010000,1467943082000000000,1467929193493110000,34.1091466667,-117.712508,27.0839996338,686.770019531
1467929199514610000,1467943086000000000,1467929199487820000,34.1091456667,-117.712507,27.0760002136,686.690002441
1467929205515480000,1467943088000000000,1467929205492860000,34.1091446667,-117.712506,27.0709991455,686.640014648
1467929211516600000,1467943092000000000,1467929211488610000,34.109144,-117.712506833,27.0629997253,686.549987793
1467929217517930000,1467943094000000000,1467929217487650000,34.1091423333,-117.712505833,27.0580005646,686.530029297
1467929223521120000,1467943098000000000,1467929223488730000,34.1091405,-117.712505333,27.045999527,686.489990234
1467929229522420000,1467943100000000000,1467929229489030000,34.10914,-117.7125055,27.0370006561,686.469970703
1467929235523630000,1467943104000000000,1467929235490630000,34.1091403333,-117.712505667,27.0149993896,686.450012207
1467929241490870000,1467943106000000000,1467929241489580000,34.1091391667,-117.712504167,27.0030002594,686.440002441
1467929247491980000,1467943110000000000,1467929247488410000,34.1091371667,-117.7125035,26.9769992828,686.41998291
1467929253493170000,1467943112000000000,1467929253490450000,34.1091363333,-117.712503167,26.9659996033,686.400024414
1467929259494330000,1467943116000000000,1467929259491270000,34.1091356667,-117.712502833,26.9519996643,686.309997559
1467929265496810000,1467943118000000000,1467929265492320000,34.1091355,-117.712501167,26.9510002136,686.219970703
1467929271499880000,1467943122000000000,1467929271486880000,34.109135,-117.7125,26.9580001831,685.960021973
1467929277502000000,1467943124000000000,1467929277490260000,34.1091338333,-117.712497333,26.9650001526,685.83001709
1467929283503180000,1467943128000000000,1467929283488610000,34.1091331667,-117.712496167,26.9810009003,685.650024414
1467929289504280000,1467943130000000000,1467929289490720000,34.1091323333,-117.712495667,26.9890003204,685.599975586
1467929295505440000,1467943134000000000,1467929295488930000,34.1091323333,-117.7124925,27.0020008087,685.58001709
1467929301506990000,1467943136000000000,1467929301489130000,34.1091325,-117.712491,27.0079994202,685.58001709
1467929307508290000,1467943140000000000,1467929307489510000,34.1091321667,-117.7124905,27.0219993591,685.570007324
1467929313509530000,1467943142000000000,1467929313492680000,34.1091313333,-117.712488667,27.031999588,685.549987793
1467929319510880000,1467943146000000000,1467929319488460000,34.1091311667,-117.712487167,27.045999527,685.530029297
1467929325512010000,1467943148000000000,1467929325490660000,34.1091328333,-117.7124875,27.0520000458,685.539978027
1467929331513150000,1467943152000000000,1467929331490590000,34.109132,-117.7124865,27.0620002747,685.570007324
1467928701520450000,1467942836000000000,1467928701482900000,34.1091311667,-117.7124845,27.1639995575,687.030029297
1467928707487820000,1467942840000000000,1467928707482980000,34.1091308333,-117.712483167,27.1830005646,687.049987793
1467928713489830000,1467942842000000000,1467928713482240000,34.109131,-117.712482167,27.1909999847,687.059997559
1467928719491200000,1467942846000000000,1467928719482320000,34.1091308333,-117.712482333,27.2049999237,687.059997559
1467928725493600000,1467942848000000000,1467928725481820000,34.1091313333,-117.712481167,27.2119998932,687.059997559
1467928731494990000,1467942852000000000,1467928731481400000,34.1091323333,-117.712479833,27.2280006409,687.059997559
1467928737496540000,1467942854000000000,1467928737482270000,34.1091321667,-117.7124785,27.2380008698,687.08001709
1467928743497730000,1467942858000000000,1467928743482210000,34.1091313333,-117.712477667,27.2619991302,687.109985352
1467928749499880000,1467942860000000000,1467928749481200000,34.1091306667,-117.712475333,27.2709999084,687.130004883
1467928755501120000,1467942864000000000,1467928755482760000,34.1091313333,-117.7124715,27.2740001678,687.150024414
1467928761502810000,1467942866000000000,1467928761482390000,34.1091321667,-117.712470333,27.2670001984,687.150024414
1467928767505320000,1467942870000000000,1467928767482630000,34.1091316667,-117.712469333,27.2369995117,687.08001709
1467928773505650000,1467942872000000000,1467928773481250000,34.1091313333,-117.712468333,27.218000412,687.030029297
1467928779508070000,1467942876000000000,1467928779482290000,34.1091318333,-117.712468167,27.1790008545,686.91998291
1467928785510040000,1467942878000000000,1467928785483780000,34.1091316667,-117.712469,27.1590003967,686.820007324
1467928791511780000,1467942882000000000,1467928791480840000,34.1091316667,-117.712468333,27.1189994812,686.640014648
1467928797513410000,1467942884000000000,1467928797481660000,34.1091318333,-117.712467667,27.1000003815,686.570007324
1467928803514360000,1467942888000000000,1467928803481710000,34.1091311667,-117.7124665,27.0690002441,686.409973145
1467928809515640000,1467942890000000000,1467928809482910000,34.1091303333,-117.712465833,27.0580005646,686.349975586
1467928815517030000,1467942894000000000,1467928815482600000,34.1091311667,-117.712464667,27.0489997864,686.260009766
1467928821484920000,1467942896000000000,1467928821481620000,34.1091313333,-117.712463833,27.0480003357,686.229980469
1467928827486250000,1467942900000000000,1467928827481600000,34.1091323333,-117.712461833,27.0429992676,686.219970703
1467928833487460000,1467942902000000000,1467928833485570000,34.1091316667,-117.712460333,27.0380001068,686.179992676
1467928839488830000,1467942906000000000,1467928839485530000,34.1091306667,-117.7124585,27.0310001373,686.119995117
1467928845489970000,1467942908000000000,1467928845484590000,34.109131,-117.712456667,27.031999588,686.090026855
1467928851491220000,1467942912000000000,1467928851485100000,34.1091315,-117.712454667,27.0489997864,686.049987793
1467928857492500000,1467942914000000000,1467928857486230000,34.1091315,-117.712453333,27.063999176,686.070007324
1467928863493890000,1467942918000000000,1467928863486790000,34.1091306667,-117.712453,27.1060009003,686.190002441
1467928869495210000,1467942920000000000,1467928869487440000,34.1091313333,-117.712453,27.1280002594,686.280029297
1467928875496630000,1467942924000000000,1467928875487110000,34.1091313333,-117.712452667,27.1700000763,686.400024414
1467928881499910000,1467942926000000000,1467928881486500000,34.1091316667,-117.712451333,27.1909999847,686.450012207
1467928887501340000,1467942930000000000,1467928887488380000,34.1091316667,-117.7124505,27.2299995422,686.549987793
1467928893503400000,1467942932000000000,1467928893487650000,34.1091305,-117.712449167,27.2460002899,686.599975586
1467928899504590000,1467942936000000000,1467928899488030000,34.1091295,-117.712447167,27.2770004272,686.700012207
1467928905505950000,1467942938000000000,1467928905488860000,34.109129,-117.7124445,27.2910003662,686.75
1467928911507680000,1467942942000000000,1467928911489130000,34.1091293333,-117.712442167,27.3129997253,686.840026855
1467928917508840000,1467942944000000000,1467928917487040000,34.109129,-117.712441333,27.3159999847,686.880004883
1467928923510110000,1467942948000000000,1467928923489420000,34.1091286667,-117.7124405,27.3150005341,686.929992676
1467928929511300000,1467942950000000000,1467928929488860000,34.1091283333,-117.712439,27.3120002747,686.950012207
1467928935512490000,1467942954000000000,1467928935490260000,34.1091283333,-117.712438667,27.3010005951,686.909973145
1467928941513820000,1467942956000000000,1467928941488830000,34.1091285,-117.712435,27.2919998169,686.859985352
1467928947515100000,1467942960000000000,1467928947489270000,34.1091283333,-117.712432833,27.267999649,686.780029297
1467928953489660000,1467942962000000000,1467928953485870000,34.109129,-117.712432167,27.2530002594,686.719970703
1467928959490770000,1467942966000000000,1467928959485750000,34.1091286667,-117.712431167,27.2229995728,686.559997559
1467928965491960000,1467942968000000000,1467928965487870000,34.1091278333,-117.71243,27.2119998932,686.530029297
1467928971493260000,1467942972000000000,1467928971488450000,34.1091276667,-117.712428333,27.2110004425,686.489990234
1467928977494490000,1467942974000000000,1467928977487960000,34.1091276667,-117.7124265,27.2189998627,686.469970703
1467928983495930000,1467942978000000000,1467928983488030000,34.1091268333,-117.712425,27.2390003204,686.460021973
1467928989497070000,1467942980000000000,1467928989486730000,34.109126,-117.712421667,27.2490005493,686.469970703
1467928995498980000,1467942984000000000,1467928995488880000,34.1091253333,-117.712420167,27.2730007172,686.5
1467929001500310000,1467942986000000000,1467929001485430000,34.109126,-117.7124175,27.2870006561,686.520019531
1467929007501570000,1467942990000000000,1467929007490020000,34.1091263333,-117.7124145,27.3090000153,686.609985352
1467929013503000000,1467942992000000000,1467929013487130000,34.109126,-117.712414333,27.3190002441,686.650024414
1467929019504280000,1467942996000000000,1467929019486790000,34.1091258333,-117.712413,27.3309993744,686.729980469
1467929025505440000,1467942998000000000,1467929025488600000,34.1091256667,-117.712410667,27.3309993744,686.760009766
1467929031506650000,1467943002000000000,1467929031487960000,34.1091246667,-117.712408167,27.3269996643,686.859985352
1467929037507860000,1467943004000000000,1467929037488160000,34.109124,-117.712405333,27.3229999542,686.91998291
1467929043509240000,1467943008000000000,1467929043486820000,34.1091231667,-117.712402,27.3080005646,687
1467929049511470000,1467943010000000000,1467929049487910000,34.1091228333,-117.712398333,27.2980003357,687.020019531
1467929055512630000,1467943014000000000,1467929055487520000,34.1091215,-117.712395333,27.2749996185,687
1467929061513840000,1467943016000000000,1467929061488680000,34.1091203333,-117.712393333,27.2619991302,686.969970703
1467929067515460000,1467943020000000000,1467929067488170000,34.109119,-117.712389833,27.2369995117,686.869995117
1467929073516610000,1467943022000000000,1467929073487420000,34.1091183333,-117.712387167,27.2259998322,686.789978027
1467929079518080000,1467943026000000000,1467929079489410000,34.1091183333,-117.712385833,27.2059993744,686.640014648
1467929085519510000,1467943028000000000,1467929085488020000,34.1091181667,-117.712383667,27.1959991455,686.58001709
1467929091520980000,1467943032000000000,1467929091488460000,34.1091181667,-117.712382667,27.1779994965,686.489990234
1467929097522070000,1467943034000000000,1467929097491700000,34.1091181667,-117.712381333,27.1700000763,686.520019531
1467929103489970000,1467943038000000000,1467929103486430000,34.109118,-117.712379667,27.1539993286,686.619995117
1467929109491370000,1467943040000000000,1467929109488130000,34.1091176667,-117.712378333,27.1459999084,686.690002441
1467929115492460000,1467943044000000000,1467929115485030000,34.1091166667,-117.712376833,27.1299991608,686.799987793
1467929121493740000,1467943046000000000,1467929121489840000,34.1091168333,-117.712375833,27.1240005493,686.83001709
1467929127495850000,1467943050000000000,1467929127487440000,34.1091175,-117.712374667,27.1130008698,686.869995117
1467929133497100000,1467943052000000000,1467929133485760000,34.1091178333,-117.712373,27.1089992523,686.890014648
1467929139500220000,1467943056000000000,1467929139489240000,34.1091181667,-117.712372,27.1040000916,686.929992676
1467929145501500000,1467943058000000000,1467929145488570000,34.109118,-117.7123715,27.1019992828,686.950012207
1467929151502810000,1467943062000000000,1467929151489010000,34.1091181667,-117.7123695,27.0979995728,686.969970703
1467929157504710000,1467943064000000000,1467929157489820000,34.109118,-117.712366833,27.0960006714,686.969970703
1467929163506600000,1467943068000000000,1467929163485310000,34.109118,-117.712365167,27.0909996033,686.900024414
1467929169508030000,1467943070000000000,1467929169488960000,34.1091183333,-117.712364,27.0890007019,686.880004883
1467929175509130000,1467943074000000000,1467929175489730000,34.109119,-117.712362833,27.0890007019,686.840026855
1467929181510420000,1467943076000000000,1467929181488840000,34.1091196667,-117.712361667,27.0879993439,686.83001709
1467929187511710000,1467943080000000000,1467929187488690000,34.1091186667,-117.712360167,27.0860004425,686.789978027
1467929193513010000,1467943082000000000,1467929193493110000,34.1091195,-117.712359333,27.0839996338,686.770019531
1467929199514610000,1467943086000000000,1467929199487820000,34.1091198333,-117.712358667,27.0760002136,686.690002441
1467929205515480000,1467943088000000000,1467929205492860000,34.10912,-117.712357667,27.0709991455,686.640014648
1467929211516600000,1467943092000000000,1467929211488610000,34.1091195,-117.712356,27.0629997253,686.549987793
1467929217517930000,1467943094000000000,1467929217487650000,34.1091195,-117.712354167,27.0580005646,686.530029297
1467929223521120000,1467943098000000000,1467929223488730000,34.1091193333,-117.7123515,27.045999527,686.489990234
1467929229522420000,1467943100000000000,1467929229489030000,34.1091193333,-117.712350833,27.0370006561,686.469970703
1467929235523630000,1467943104000000000,1467929235490630000,34.1091193333,-117.712350167,27.0149993896,686.450012207
1467929241490870000,1467943106000000000,1467929241489580000,34.1091193333,-117.71235,27.0030002594,686.440002441
1467929247491980000,1467943110000000000,1467929247488410000,34.1091196667,-117.7123485,26.9769992828,686.41998291
1467929253493170000,1467943112000000000,1467929253490450000,34.1091185,-117.712346833,26.9659996033,686.400024414
1467929259494330000,1467943116000000000,1467929259491270000,34.1091181667,-117.7123455,26.9519996643,686.309997559
1467929265496810000,1467943118000000000,1467929265492320000,34.1091175,-117.712344167,26.9510002136,686.219970703
1467929271499880000,1467943122000000000,1467929271486880000,34.1091165,-117.712341833,26.9580001831,685.960021973
1467929277502000000,1467943124000000000,1467929277490260000,34.1091153333,-117.712341,26.9650001526,685.83001709
1467929283503180000,1467943128000000000,1467929283488610000,34.109114,-117.7123405,26.9810009003,685.650024414
1467929289504280000,1467943130000000000,1467929289490720000,34.1091138333,-117.7123395,26.9890003204,685.599975586
1467929295505440000,1467943134000000000,1467929295488930000,34.1091131667,-117.712337667,27.0020008087,685.58001709
1467929301506990000,1467943136000000000,1467929301489130000,34.1091123333,-117.712337,27.0079994202,685.58001709
1467929307508290000,1467943140000000000,1467929307489510000,34.1091115,-117.712334833,27.0219993591,685.570007324
1467929313509530000,1467943142000000000,1467929313492680000,34.1091103333,-117.712333667,27.031999588,685.549987793
1467929319510880000,1467943146000000000,1467929319488460000,34.1091095,-117.712332833,27.045999527,685.530029297
1467929325512010000,1467943148000000000,1467929325490660000,34.1091088333,-117.7123335,27.0520000458,685.539978027
1467929331513150000,1467943152000000000,1467929331490590000,34.1091058333,-117.712332833,27.0620002747,685.570007324
1467928701520450000,1467942836000000000,1467928701482900000,34.1091046667,-117.712332833,27.1639995575,687.030029297
1467928707487820000,1467942840000000000,1467928707482980000,34.109104,-117.7123335,27.1830005646,687.049987793
1467928713489830000,1467942842000000000,1467928713482240000,34.1091018333,-117.712332167,27.1909999847,687.059997559
1467928719491200000,1467942846000000000,1467928719482320000,34.1091011667,-117.7123315,27.2049999237,687.059997559
1467928725493600000,1467942848000000000,1467928725481820000,34.1091011667,-117.712331667,27.2119998932,687.059997559
1467928731494990000,1467942852000000000,1467928731481400000,34.1091005,-117.712330333,27.2280006409,687.059997559
1467928737496540000,1467942854000000000,1467928737482270000,34.1091005,-117.712330333,27.2380008698,687.08001709
1467928743497730000,1467942858000000000,1467928743482210000,34.1091003333,-117.712331,27.2619991302,687.109985352
1467928749499880000,1467942860000000000,1467928749481200000,34.1090995,-117.7123315,27.2709999084,687.130004883
1467928755501120000,1467942864000000000,1467928755482760000,34.1090991667,-117.712331667,27.2740001678,687.150024414
1467928761502810000,1467942866000000000,1467928761482390000,34.1090985,-117.712330833,27.2670001984,687.150024414
1467928767505320000,1467942870000000000,1467928767482630000,34.109098,-117.712331167,27.2369995117,687.08001709
1467928773505650000,1467942872000000000,1467928773481250000,34.1090978333,-117.7123315,27.218000412,687.030029297
1467928779508070000,1467942876000000000,1467928779482290000,34.109097,-117.712331833,27.1790008545,686.91998291
1467928785510040000,1467942878000000000,1467928785483780000,34.109096,-117.712332333,27.1590003967,686.820007324
1467928791511780000,1467942882000000000,1467928791480840000,34.1090945,-117.712332,27.1189994812,686.640014648
1467928797513410000,1467942884000000000,1467928797481660000,34.109093,-117.712331833,27.1000003815,686.570007324
1467928803514360000,1467942888000000000,1467928803481710000,34.1090916667,-117.712332,27.0690002441,686.409973145
1467928809515640000,1467942890000000000,1467928809482910000,34.1090913333,-117.712332167,27.0580005646,686.349975586
1467928815517030000,1467942894000000000,1467928815482600000,34.1090905,-117.712332167,27.0489997864,686.260009766
1467928821484920000,1467942896000000000,1467928821481620000,34.1090888333,-117.712332667,27.0480003357,686.229980469
1467928827486250000,1467942900000000000,1467928827481600000,34.1090881667,-117.7123345,27.0429992676,686.219970703
1467928833487460000,1467942902000000000,1467928833485570000,34.1090871667,-117.712334,27.0380001068,686.179992676
1467928839488830000,1467942906000000000,1467928839485530000,34.109086,-117.712334833,27.0310001373,686.119995117
1467928845489970000,1467942908000000000,1467928845484590000,34.1090848333,-117.712337333,27.031999588,686.090026855
1467928851491220000,1467942912000000000,1467928851485100000,34.1090836667,-117.71234,27.0489997864,686.049987793
1467928857492500000,1467942914000000000,1467928857486230000,34.1090833333,-117.712341667,27.063999176,686.070007324
1467928863493890000,1467942918000000000,1467928863486790000,34.1090816667,-117.7123425,27.1060009003,686.190002441
1467928869495210000,1467942920000000000,1467928869487440000,34.1090801667,-117.712343,27.1280002594,686.280029297
1467928875496630000,1467942924000000000,1467928875487110000,34.1090793333,-117.7123435,27.1700000763,686.400024414
1467928881499910000,1467942926000000000,1467928881486500000,34.1090791667,-117.712345,27.1909999847,686.450012207
1467928887501340000,1467942930000000000,1467928887488380000,34.1090783333,-117.712346333,27.2299995422,686.549987793
1467928893503400000,1467942932000000000,1467928893487650000,34.1090776667,-117.712347833,27.2460002899,686.599975586
1467928899504590000,1467942936000000000,1467928899488030000,34.1090776667,-117.712348833,27.2770004272,686.700012207
1467928905505950000,1467942938000000000,1467928905488860000,34.1090771667,-117.712349833,27.2910003662,686.75
1467928911507680000,1467942942000000000,1467928911489130000,34.1090768333,-117.712351333,27.3129997253,686.840026855
1467928917508840000,1467942944000000000,1467928917487040000,34.1090761667,-117.712352667,27.3159999847,686.880004883
1467928923510110000,1467942948000000000,1467928923489420000,34.1090755,-117.712353833,27.3150005341,686.929992676
1467928929511300000,1467942950000000000,1467928929488860000,34.1090756667,-117.712354667,27.3120002747,686.950012207
1467928935512490000,1467942954000000000,1467928935490260000,34.1090751667,-117.712355333,27.3010005951,686.909973145
1467928941513820000,1467942956000000000,1467928941488830000,34.1090745,-117.712356333,27.2919998169,686.859985352
1467928947515100000,1467942960000000000,1467928947489270000,34.1090745,-117.712357833,27.267999649,686.780029297
1467928953489660000,1467942962000000000,1467928953485870000,34.1090733333,-117.712357667,27.2530002594,686.719970703
1467928959490770000,1467942966000000000,1467928959485750000,34.1090726667,-117.712358333,27.2229995728,686.559997559
1467928965491960000,1467942968000000000,1467928965487870000,34.1090731667,-117.7123595,27.2119998932,686.530029297
1467928971493260000,1467942972000000000,1467928971488450000,34.1090721667,-117.712359833,27.2110004425,686.489990234
1467928977494490000,1467942974000000000,1467928977487960000,34.109071,-117.712360833,27.2189998627,686.469970703
1467928983495930000,1467942978000000000,1467928983488030000,34.1090701667,-117.712361167,27.2390003204,686.460021973
1467928989497070000,1467942980000000000,1467928989486730000,34.1090695,-117.712362,27.2490005493,686.469970703
1467928995498980000,1467942984000000000,1467928995488880000,34.1090686667,-117.712363,27.2730007172,686.5
1467929001500310000,1467942986000000000,1467929001485430000,34.1090693333,-117.712364833,27.2870006561,686.520019531
1467929007501570000,1467942990000000000,1467929007490020000,34.1090686667,-117.7123665,27.3090000153,686.609985352
1467929013503000000,1467942992000000000,1467929013487130000,34.1090695,-117.712368,27.3190002441,686.650024414
1467929019504280000,1467942996000000000,1467929019486790000,34.1090691667,-117.7123685,27.3309993744,686.729980469
1467929025505440000,1467942998000000000,1467929025488600000,34.1090683333,-117.712369,27.3309993744,686.760009766
1467929031506650000,1467943002000000000,1467929031487960000,34.109068,-117.712369833,27.3269996643,686.859985352
1467929037507860000,1467943004000000000,1467929037488160000,34.1090683333,-117.712370833,27.3229999542,686.91998291
1467929043509240000,1467943008000000000,1467929043486820000,34.1090676667,-117.712370833,27.3080005646,687
1467929049511470000,1467943010000000000,1467929049487910000,34.1090673333,-117.7123725,27.2980003357,687.020019531
1467929055512630000,1467943014000000000,1467929055487520000,34.109067,-117.7123735,27.2749996185,687
1467929061513840000,1467943016000000000,1467929061488680000,34.1090663333,-117.7123745,27.2619991302,686.969970703
1467929067515460000,1467943020000000000,1467929067488170000,34.1090653333,-117.712375,27.2369995117,686.869995117
1467929073516610000,1467943022000000000,1467929073487420000,34.1090648333,-117.712376167,27.2259998322,686.789978027
1467929079518080000,1467943026000000000,1467929079489410000,34.109064,-117.7123775,27.2059993744,686.640014648
1467929085519510000,1467943028000000000,1467929085488020000,34.1090631667,-117.712379,27.1959991455,686.58001709
1467929091520980000,1467943032000000000,1467929091488460000,34.109063,-117.712380333,27.1779994965,686.489990234
1467929097522070000,1467943034000000000,1467929097491700000,34.1090625,-117.7123815,27.1700000763,686.520019531
1467929103489970000,1467943038000000000,1467929103486430000,34.1090621667,-117.712383,27.1539993286,686.619995117
1467929109491370000,1467943040000000000,1467929109488130000,34.109061,-117.712383833,27.1459999084,686.690002441
1467929115492460000,1467943044000000000,1467929115485030000,34.1090613333,-117.7123855,27.1299991608,686.799987793
1467929121493740000,1467943046000000000,1467929121489840000,34.1090606667,-117.712387,27.1240005493,686.83001709
1467929127495850000,1467943050000000000,1467929127487440000,34.1090605,-117.712388333,27.1130008698,686.869995117
1467929133497100000,1467943052000000000,1467929133485760000,34.1090606667,-117.712390333,27.1089992523,686.890014648
1467929139500220000,1467943056000000000,1467929139489240000,34.1090601667,-117.712391667,27.1040000916,686.929992676
1467929145501500000,1467943058000000000,1467929145488570000,34.1090601667,-117.712392833,27.1019992828,686.950012207
1467929151502810000,1467943062000000000,1467929151489010000,34.1090598333,-117.712394333,27.0979995728,686.969970703
1467929157504710000,1467943064000000000,1467929157489820000,34.1090593333,-117.712395667,27.0960006714,686.969970703
1467929163506600000,1467943068000000000,1467929163485310000,34.1090583333,-117.712396333,27.0909996033,686.900024414
1467929169508030000,1467943070000000000,1467929169488960000,34.1090578333,-117.7123975,27.0890007019,686.880004883
1467929175509130000,1467943074000000000,1467929175489730000,34.1090575,-117.7123985,27.0890007019,686.840026855
1467929181510420000,1467943076000000000,1467929181488840000,34.1090568333,-117.712399667,27.0879993439,686.83001709
1467929187511710000,1467943080000000000,1467929187488690000,34.1090563333,-117.712400667,27.0860004425,686.789978027
1467929193513010000,1467943082000000000,1467929193493110000,34.1090561667,-117.712402167,27.0839996338,686.770019531
1467929199514610000,1467943086000000000,1467929199487820000,34.1090563333,-117.712403,27.0760002136,686.690002441
1467929205515480000,1467943088000000000,1467929205492860000,34.109057,-117.712405167,27.0709991455,686.640014648
1467929211516600000,1467943092000000000,1467929211488610000,34.1090576667,-117.712407,27.0629997253,686.549987793
1467929217517930000,1467943094000000000,1467929217487650000,34.1090578333,-117.712409,27.0580005646,686.530029297
1467929223521120000,1467943098000000000,1467929223488730000,34.1090571667,-117.71241,27.045999527,686.489990234
1467929229522420000,1467943100000000000,1467929229489030000,34.1090563333,-117.712410833,27.0370006561,686.469970703
1467929235523630000,1467943104000000000,1467929235490630000,34.1090553333,-117.712410833,27.0149993896,686.450012207
1467929241490870000,1467943106000000000,1467929241489580000,34.1090551667,-117.712412167,27.0030002594,686.440002441
1467929247491980000,1467943110000000000,1467929247488410000,34.1090548333,-117.712413,26.9769992828,686.41998291
1467929253493170000,1467943112000000000,1467929253490450000,34.1090545,-117.712414167,26.9659996033,686.400024414
1467929259494330000,1467943116000000000,1467929259491270000,34.1090535,-117.7124145,26.9519996643,686.309997559
1467929265496810000,1467943118000000000,1467929265492320000,34.1090531667,-117.712416,26.9510002136,686.219970703
1467929271499880000,1467943122000000000,1467929271486880000,34.1090531667,-117.712417167,26.9580001831,685.960021973
1467929277502000000,1467943124000000000,1467929277490260000,34.1090526667,-117.712418167,26.9650001526,685.83001709
1467929283503180000,1467943128000000000,1467929283488610000,34.1090528333,-117.712419833,26.9810009003,685.650024414
1467929289504280000,1467943130000000000,1467929289490720000,34.1090525,-117.712421,26.9890003204,685.599975586
1467929295505440000,1467943134000000000,1467929295488930000,34.1090516667,-117.712421667,27.0020008087,685.58001709
1467929301506990000,1467943136000000000,1467929301489130000,34.1090515,-117.712423333,27.0079994202,685.58001709
1467929307508290000,1467943140000000000,1467929307489510000,34.1090513333,-117.712424667,27.0219993591,685.570007324
1467929313509530000,1467943142000000000,1467929313492680000,34.1090513333,-117.712426,27.031999588,685.549987793
1467929319510880000,1467943146000000000,1467929319488460000,34.109051,-117.712427833,27.045999527,685.530029297
1467929325512010000,1467943148000000000,1467929325490660000,34.1090503333,-117.712429,27.0520000458,685.539978027
1467929331513150000,1467943152000000000,1467929331490590000,34.1090498333,-117.712430833,27.0620002747,685.570007324
1467928701520450000,1467942836000000000,1467928701482900000,34.1090501667,-117.712433167,27.1639995575,687.030029297
1467928707487820000,1467942840000000000,1467928707482980000,34.1090506667,-117.712434667,27.1830005646,687.049987793
1467928713489830000,1467942842000000000,1467928713482240000,34.1090511667,-117.712436333,27.1909999847,687.059997559
1467928719491200000,1467942846000000000,1467928719482320000,34.1090516667,-117.712437667,27.2049999237,687.059997559
1467928725493600000,1467942848000000000,1467928725481820000,34.1090513333,-117.712439,27.2119998932,687.059997559
1467928731494990000,1467942852000000000,1467928731481400000,34.1090505,-117.712441,27.2280006409,687.059997559
1467928737496540000,1467942854000000000,1467928737482270000,34.1090513333,-117.712443333,27.2380008698,687.08001709
1467928743497730000,1467942858000000000,1467928743482210000,34.1090506667,-117.712444667,27.2619991302,687.109985352
1467928749499880000,1467942860000000000,1467928749481200000,34.1090503333,-117.712445833,27.2709999084,687.130004883
1467928755501120000,1467942864000000000,1467928755482760000,34.10905,-117.712447167,27.2740001678,687.150024414
1467928761502810000,1467942866000000000,1467928761482390000,34.1090501667,-117.712449,27.2670001984,687.150024414
